user_id,day_type,work_hours,screen_time_hours,meetings_count,breaks_taken,after_hours_work,sleep_hours,task_completion_rate,burnout_score,burnout_risk
20,1,6.87,9.97,1,4,0,6.95,66.2,51.99,0
20,1,9.33,12.35,4,4,0,7.08,69.9,58.24,0
21,0,5.97,8.73,0,3,0,4.96,80.2,19.01,0
21,0,4.63,6.8,0,1,1,6.72,79.2,22.18,0
21,0,6.83,8.38,1,1,1,6.15,84.0,25.61,0
21,0,6.85,8.53,2,4,0,6.55,70.1,34.73,0
21,0,5.35,7.41,0,1,1,7.77,74.3,35.97,0
21,0,4.51,7.58,2,1,0,8.39,71.1,39.1,0
21,0,4.56,7.3,1,1,1,6.81,70.1,42.83,0
21,0,3.83,7.12,1,2,1,7.78,73.4,43.55,0
21,1,9.91,13.76,3,4,1,7.55,65.9,54.85,0
21,0,6.58,10.51,2,2,0,6.02,59.5,62.24,0
22,1,9.82,12.08,1,2,1,8.05,74.0,26.38,0
22,1,9.68,13.48,5,3,1,7.01,76.2,33.16,0
22,0,5.81,7.99,2,3,0,6.86,78.4,34.59,0
22,1,7.91,11.02,4,1,0,5.59,75.8,41.41,0
22,0,4.9,8.73,0,5,0,7.82,69.5,44.38,0
22,0,6.91,10.31,1,4,0,7.24,65.2,48.79,0
22,1,8.22,9.97,6,3,0,6.25,58.2,57.26,0
22,1,5.37,8.7,2,5,0,7.89,68.3,54.6,0
22,0,4.71,7.96,1,3,0,6.74,54.2,61.68,0
22,1,6.99,9.09,2,4,0,5.16,55.4,64.74,0
23,1,11.64,15.41,2,3,1,8.32,84.5,23.31,0
23,0,3.27,5.89,0,1,0,5.68,87.1,23.08,0
23,0,4.32,6.48,0,5,0,7.02,86.3,23.29,0
23,1,7.65,9.45,1,3,0,9.16,86.6,25.85,0
23,0,5.81,7.87,3,5,1,7.9,76.4,33.04,0
23,1,9.43,13.38,4,1,0,6.42,70.4,43.19,0
23,1,7.85,9.78,2,5,0,8.25,70.2,46.36,0
23,1,7.84,11.22,1,5,0,8.12,67.2,50.73,0
23,1,7.57,9.55,6,2,0,8.87,56.7,60.06,0
23,0,3.75,6.23,1,1,1,7.53,59.3,60.96,0
24,1,7.37,10.76,5,5,0,7.43,78.5,26.46,0
24,0,3.07,6.94,0,5,0,7.46,83.8,22.97,0
24,1,8.26,11.99,3,4,1,5.39,74.6,37.69,0
24,1,6.54,9.15,1,4,0,7.95,73.3,41.7,0
24,0,3.66,7.03,1,4,0,6.94,69.9,43.7,0
24,1,9.72,12.32,2,4,1,8.12,71.0,53.25,0
24,0,5.51,7.23,3,5,0,6.09,75.9,55.11,0
24,1,9.06,11.33,2,2,0,4.81,56.2,73.31,1
24,0,3.4,6.44,2,5,1,6.62,45.8,79.81,1
24,1,9.53,11.62,3,5,0,7.24,43.2,89.43,1
25,1,9.02,11.16,5,4,0,5.23,73.9,27.89,0
25,1,7.46,9.58,2,3,0,8.07,81.9,30.24,0
25,0,3.18,6.96,3,1,1,5.81,76.0,37.99,0
25,1,8.38,11.19,3,4,0,7.21,73.8,46.72,0
25,1,9.51,12.64,5,3,0,5.02,61.6,64.37,0
25,1,8.24,11.08,2,5,0,6.82,55.9,73.49,1
25,0,4.44,7.8,0,3,0,6.49,56.0,75.22,1
25,1,8.65,11.2,3,5,0,7.92,50.8,84.49,1
25,0,4.92,8.39,1,2,0,7.5,44.7,89.82,1
25,1,8.63,12.01,2,3,1,7.06,40.0,101.79,1
26,0,5.83,8.2,1,4,0,6.17,88.5,15.86,0
26,0,5.13,8.29,1,2,1,7.87,95.1,17.23,0
26,1,7.69,11.26,2,2,0,8.11,77.7,30.19,0
26,0,5.07,6.79,2,2,1,7.0,88.0,30.5,0
26,0,6.49,10.12,1,2,0,8.91,70.3,41.17,0
26,0,6.55,8.34,1,1,0,7.86,71.8,44.52,0
26,0,4.33,5.87,1,5,0,7.5,82.4,40.2,0
26,0,4.16,7.26,0,2,0,8.3,77.6,42.55,0
26,0,3.0,5.75,1,3,0,7.87,67.9,45.85,0
26,1,8.12,12.11,4,5,1,6.93,68.3,54.61,0
27,0,3.87,7.47,0,3,1,8.64,92.3,12.88,0
27,1,9.38,12.82,3,4,0,7.15,89.8,22.11,0
27,0,3.0,6.94,0,2,1,6.98,82.8,26.63,0
27,1,8.17,9.72,4,2,1,7.87,64.0,42.74,0
27,1,8.49,11.91,5,1,0,6.17,58.9,54.81,0
27,0,3.0,5.4,2,4,1,5.89,62.6,55.47,0
27,0,4.54,8.37,0,2,0,6.54,59.5,58.91,0
27,1,8.86,10.65,2,1,1,7.04,67.1,65.03,0
27,1,7.74,10.91,3,2,0,6.05,56.2,77.02,1
27,0,3.18,4.76,1,3,1,7.62,44.2,82.64,1
28,1,7.26,9.03,2,5,1,7.49,88.9,18.35,0
28,0,4.52,7.89,0,2,1,5.09,76.9,29.02,0
28,1,8.6,12.6,2,2,0,7.93,76.8,38.9,0
28,1,8.16,11.09,2,1,0,7.32,64.4,53.47,0
28,0,3.35,5.67,0,2,1,7.0,72.4,52.26,0
28,1,8.48,11.8,3,2,1,7.78,50.5,73.28,1
28,1,9.07,10.84,3,3,0,5.7,52.3,83.97,1
28,1,7.76,11.02,3,5,0,7.22,40.0,96.82,1
28,0,4.16,6.93,1,4,1,8.09,40.0,99.22,1
28,0,3.45,5.01,0,2,0,7.35,40.0,98.64,1
29,1,9.65,11.49,1,5,1,7.29,83.9,24.39,0
29,1,8.99,10.66,4,1,0,8.53,76.6,36.45,0
29,0,5.06,6.93,1,5,0,5.85,78.0,37.99,0
29,1,8.66,10.58,1,5,1,6.71,63.2,51.94,0
29,1,5.95,9.28,1,4,1,8.12,62.7,56.75,0
29,0,5.93,9.39,1,2,0,8.41,61.5,60.8,0
29,0,4.39,7.96,2,2,1,5.99,58.0,67.82,0
29,0,3.21,7.07,2,5,0,8.65,67.5,63.35,0
29,1,7.86,10.63,1,5,1,5.93,50.1,78.2,1
29,1,8.19,11.12,4,2,0,7.41,48.2,87.92,1
30,1,6.9,10.89,5,3,0,6.39,87.2,16.34,0
30,0,3.0,4.75,1,4,1,6.89,83.1,18.67,0
30,1,8.84,11.12,2,4,0,7.49,84.4,23.88,0
30,0,3.31,7.27,1,1,0,4.5,93.1,23.05,0
30,1,9.63,13.27,2,5,0,7.25,70.3,39.01,0
30,1,7.62,10.03,3,4,1,6.65,73.2,44.75,0
30,0,3.35,6.65,0,5,0,7.59,73.3,43.66,0
30,0,4.7,8.09,1,4,0,7.02,72.9,45.38,0
30,1,7.37,10.65,2,1,0,7.09,60.7,56.09,0
30,0,4.04,6.77,2,2,0,6.52,59.6,58.61,0
31,1,8.46,11.2,4,5,0,5.84,76.0,24.75,0
31,0,3.0,4.97,0,3,1,8.92,91.8,17.88,0
31,1,7.65,9.52,6,4,1,6.42,76.7,33.37,0
31,1,7.21,11.15,1,5,1,5.09,71.5,42.71,0
31,1,10.4,13.32,3,4,1,7.73,60.4,57.71,0
31,1,8.1,11.47,1,1,1,5.55,52.0,70.4,1
31,0,4.54,6.47,1,1,1,9.59,58.2,70.14,1
31,1,9.04,10.96,4,4,0,5.63,49.7,82.41,1
31,0,3.2,5.56,1,3,0,9.9,54.9,78.59,1
31,0,3.8,5.58,0,4,0,7.55,50.5,79.52,1
32,1,7.74,10.81,3,3,0,7.45,85.0,20.75,0
32,1,9.64,13.26,5,2,0,8.14,79.6,37.36,0
32,1,8.82,11.47,3,3,0,7.83,65.8,53.41,0
32,1,8.79,12.11,3,4,1,7.76,58.4,68.94,0
32,0,6.1,7.82,3,4,0,6.14,54.4,76.87,1
32,1,10.44,12.38,1,3,1,8.78,40.0,95.24,1
32,1,10.29,11.92,3,4,1,6.77,40.0,110.22,2
32,1,6.54,9.35,5,5,0,7.62,40.0,117.77,2
32,1,10.15,14.03,4,2,1,8.79,40.0,134.04,2
32,1,8.31,11.32,4,4,0,8.17,40.0,143.92,2
33,0,6.02,7.77,0,4,0,6.28,89.7,16.68,0
33,1,7.22,10.74,6,3,0,6.55,71.5,34.73,0
33,1,8.01,10.65,3,2,0,5.74,71.5,45.12,0
33,1,9.01,10.95,5,3,1,5.21,61.1,64.26,0
33,1,7.91,10.98,4,5,0,4.83,52.8,77.92,1
33,1,9.74,13.26,3,4,0,7.72,40.0,93.98,1
33,1,6.25,9.12,2,2,0,6.37,40.0,100.57,1
33,1,9.97,12.38,2,1,1,5.86,40.0,115.47,2
33,1,8.91,11.08,1,2,0,5.7,40.0,125.49,2
33,1,7.35,9.78,7,5,0,7.94,40.0,134.61,2
34,1,8.5,10.55,2,5,1,6.22,84.6,22.33,0
34,0,6.13,10.1,1,1,0,6.38,79.2,29.27,0
34,1,9.59,12.12,6,2,1,5.69,68.6,45.52,0
34,0,5.16,7.5,1,4,0,7.62,66.0,47.94,0
34,0,4.23,6.83,3,5,1,5.85,56.7,55.24,0
34,0,5.72,8.95,1,2,0,6.22,59.3,57.97,0
34,0,3.67,5.47,2,4,1,8.46,57.5,59.8,0
34,1,8.37,10.29,4,2,1,6.51,57.4,68.82,0
34,1,8.55,10.69,6,1,0,8.09,52.3,79.32,1
34,1,8.4,10.69,1,2,0,7.01,42.5,89.1,1
35,1,8.0,11.66,2,1,1,6.37,83.6,21.47,0
35,1,10.27,13.91,2,4,0,8.53,73.8,35.11,0
35,0,3.45,6.49,0,1,0,8.12,80.2,32.62,0
35,1,7.45,9.78,2,2,1,9.16,76.4,41.61,0
35,0,4.96,6.75,0,5,0,5.69,73.1,44.41,0
35,1,8.28,10.18,5,4,0,6.26,68.3,56.09,0
35,0,3.2,5.11,1,3,0,7.67,58.7,59.21,0
35,0,4.04,7.2,0,5,1,4.74,67.0,59.28,0
35,0,4.4,7.56,0,3,1,6.77,59.9,65.46,0
35,1,6.47,10.13,3,3,1,4.5,43.7,82.19,1
36,1,7.76,11.65,1,4,0,8.56,90.0,16.3,0
36,0,3.94,7.17,0,4,0,6.46,92.0,15.82,0
36,1,8.5,10.8,3,2,0,6.66,83.6,23.79,0
36,0,4.22,7.83,0,3,1,6.63,77.7,27.79,0
36,0,3.11,6.66,1,3,0,9.1,87.4,23.42,0
36,1,9.73,12.15,5,3,0,7.48,85.4,29.83,0
36,0,3.0,5.14,1,3,0,5.95,78.5,32.74,0
36,0,3.96,7.46,1,2,0,6.91,79.8,33.25,0
36,1,7.48,10.63,3,1,1,6.41,71.2,42.01,0
36,1,8.93,11.04,1,4,1,6.73,67.4,48.11,0
37,1,7.81,9.84,0,4,0,7.04,80.4,19.91,0
37,1,11.03,14.09,2,2,0,5.98,82.4,25.67,0
37,0,3.99,7.66,1,5,0,7.82,94.7,20.84,0
37,1,10.32,12.6,1,3,0,9.0,82.0,30.2,0
37,0,3.26,4.8,0,1,0,6.4,77.3,32.23,0
37,1,8.58,12.09,1,1,0,5.54,79.6,36.3,0
37,1,8.04,11.84,2,2,1,9.11,67.8,45.49,0
37,1,8.5,12.26,9,2,1,7.2,62.9,55.36,0
37,0,6.36,10.15,2,3,1,7.96,64.5,58.19,0
37,0,3.37,7.36,0,1,0,7.56,67.1,57.56,0
38,0,6.42,8.82,0,3,0,6.63,90.2,17.38,0
38,0,5.65,8.33,1,2,0,5.69,80.1,25.47,0
38,1,5.94,8.88,4,5,0,5.86,75.8,32.1,0
38,0,3.0,4.7,0,1,0,6.86,79.1,30.59,0
38,0,5.63,8.4,1,1,0,6.82,78.2,34.72,0
38,0,7.08,8.78,0,4,1,7.68,66.5,43.74,0
38,1,9.33,13.18,2,1,0,7.65,60.8,54.58,0
38,0,3.0,6.26,1,1,1,6.17,61.3,57.23,0
38,0,3.3,6.94,1,1,0,6.28,68.7,56.02,0
38,1,9.06,12.67,1,3,0,5.82,48.8,71.81,1
39,1,8.82,10.8,4,3,1,6.68,82.9,26.43,0
39,0,5.08,7.4,3,3,1,7.27,76.6,33.72,0
39,1,8.2,10.64,3,4,1,6.27,67.6,46.01,0
39,1,12.14,15.22,1,1,0,5.17,64.2,60.03,0
39,0,3.49,6.38,1,5,1,6.02,54.0,66.01,0
39,0,3.93,7.14,2,4,0,6.45,47.3,70.4,1
39,0,4.28,6.62,2,3,0,6.05,56.5,69.1,0
39,0,4.29,7.61,0,5,1,6.3,52.7,72.87,1
39,1,9.98,12.74,2,2,1,5.51,42.7,88.42,1
39,1,8.35,12.1,2,5,1,6.54,40.0,97.76,1
40,1,9.53,11.8,4,4,0,8.02,81.8,24.88,0
40,0,5.51,8.18,0,3,1,6.92,81.7,29.62,0
40,0,4.95,6.78,1,2,0,6.96,76.7,34.35,0
40,1,9.56,11.73,3,4,1,6.14,66.0,51.07,0
40,0,4.21,7.77,2,4,0,6.67,72.5,50.96,0
40,0,3.0,6.9,3,2,1,5.24,66.0,59.05,0
40,1,8.47,12.23,2,4,0,5.01,47.8,76.15,1
40,0,5.35,7.87,1,4,1,7.9,44.2,81.53,1
40,1,7.63,11.2,1,4,0,6.47,40.8,89.69,1
40,1,6.86,10.67,3,1,0,8.14,40.0,97.46,1
41,1,9.7,12.8,4,4,1,6.74,82.8,30.28,0
41,0,6.03,7.76,1,4,0,7.15,76.2,36.45,0
41,1,8.77,10.9,5,2,0,10.09,66.5,50.36,0
41,1,8.76,10.32,1,5,1,7.99,58.4,62.34,0
41,0,5.38,7.91,1,1,1,6.82,50.6,72.38,1
41,1,7.4,10.03,1,3,0,7.77,49.2,79.17,1
41,1,9.58,11.26,2,2,0,10.8,40.9,90.61,1
41,1,6.62,8.76,1,1,0,7.25,44.6,95.34,1
41,0,3.76,6.4,1,3,0,8.64,47.5,93.89,1
41,0,3.1,6.3,1,1,0,7.07,40.0,98.17,1
42,1,7.55,11.09,0,2,1,6.77,90.4,21.29,0
42,0,3.0,4.62,1,1,0,8.78,78.0,25.26,0
42,1,8.36,12.08,1,1,0,6.07,66.8,39.18,0
42,1,8.1,9.64,1,5,0,6.94,80.8,39.19,0
42,0,5.12,8.95,1,2,0,6.65,63.1,50.34,0
42,1,8.97,12.25,1,1,0,6.38,49.9,65.5,0
42,0,3.26,6.96,1,5,0,8.47,65.8,57.88,0
42,0,5.44,7.09,0,4,0,5.48,55.4,64.71,0
42,1,5.36,9.3,2,5,1,7.34,65.9,65.68,0
42,0,6.35,9.66,2,3,0,6.32,53.3,76.75,1
43,0,5.29,6.91,1,3,1,7.53,88.3,13.86,0
43,1,9.19,11.4,2,3,0,8.24,93.5,18.1,0
43,1,7.58,9.85,1,1,1,6.32,79.0,31.17,0
43,0,3.18,6.84,0,2,1,5.1,85.1,31.46,0
43,1,8.15,11.49,2,3,1,8.82,76.9,41.46,0
43,0,6.98,9.24,2,4,1,7.26,63.0,52.58,0
43,1,9.34,13.14,4,4,0,6.86,51.1,65.87,0
43,0,5.49,8.91,2,3,0,6.33,66.3,63.55,0
43,1,8.46,11.05,6,1,0,6.68,55.8,77.13,1
43,1,8.03,11.29,0,1,0,7.09,45.6,86.9,1
44,0,3.97,6.18,1,3,1,7.98,94.3,10.29,0
44,0,4.1,7.43,1,1,1,6.72,90.6,16.54,0
44,0,5.22,7.13,1,4,0,7.87,86.7,19.66,0
